parada_id,equipo_id,fecha,hora_inicio_aprox,duracion_horas,tipo_parada,causa,costo_estimado_soles
PAR-010054, PS-EQ-09,2025-03-20,11:00,5.6,PREVENTIVA,Mantenimiento programado (plan anual),7089.0
PAR-007860,PS-EQ-02,07/10/2026,04:00,1.3, correctiva,Rotura de faja/correa,1489.0
PAR-009484,PS-EQ-07 ,2026-02-17,18:00,2.4,Operativa,Espera de insumos (reactivos/bolas de molienda),863.0
PAR-009720,ps-eq-08,2025-03-20,09:00,11.8,Correctiva ,Falla eléctrica - motor/tablero,20869.0
PAR-008582,PSEQ04,2027-11-14,00:00,16.7,Correctiva,Rotura de faja/correa,30915.0
PAR-008312, PS-EQ-04,19/11/2024,06:00,8.9,Preventiva,Mantenimiento programado (plan anual),15251.0
PAR-008646,PSEQ05,28/06/2024,02:00,20.0,Correctiva ,Atoro de mineral / obstrucción,16704.0
PAR-009913,ps-eq-08,24/04/2027,10:00,6.0,PREVENTIVA,Mantenimiento programado (plan anual),8074.0
PAR-009009,PSEQ06,2024-05-26,02:00,20.0,Correctiva ,Falla eléctrica - motor/tablero,42493.0
PAR-007568,PS-EQ-01 ,18/07/2027,04:00,1.2,CORRECTIVA,Atoro de mineral / obstrucción,1390.0
PAR-007825,PS_EQ_02,2026-06-10,02:00,5.0,Preventiva,Mantenimiento programado (plan anual),5388.0
PAR-010421,PS-EQ-10,2026-09-07,01:00,4.7,Preventiva,Mantenimiento programado (plan anual),9468.0
PAR-008869,PS-EQ-05 ,2026-11-15,10:00,1.7,Correctiva ,Atoro de mineral / obstrucción,1659.0
PAR-008509,ps-eq-04,22/01/2027,01:00,7.9,Preventiva ,Mantenimiento programado (plan anual),12522.0
PAR-008214, PS-EQ-03,2027-08-30,18:00,4.0,Preventiva,Mantenimiento programado (plan anual),6847.0
PAR-008111,PSEQ03,2025-12-09,19:00,1.2,Operativa,Espera de insumos (reactivos/bolas de molienda),528.0
PAR-009208,PS-EQ-06	,29/07/2026,14:00,6.9,PREVENTIVA,Mantenimiento programado (plan anual),11593.0
PAR-009753,PS-EQ-08,09/07/2025,13:00,8.3,Correctiva,Falla mecánica - desgaste de componente,13515.0
PAR-009776,PS_EQ_08,2025-11-03,03:00,0.6,Operativa,Condiciones climáticas adversas,271.0
PAR-009145,PS-EQ-06 ,20/11/2025,11:00,7.1,PREVENTIVA,Mantenimiento programado (plan anual),14849.0
PAR-008739, PS-EQ-05,2025-07-06,03:00,2.2,Correctiva,Rotura de faja/correa,
PAR-007458,PS-EQ-01,2026-04-28,14:00,5.2,PREVENTIVA,Mantenimiento programado (plan anual),8981.0
PAR-009656,PSEQ08,2024-06-23,12:00,0.6,OPERATIVA,Condiciones climáticas adversas,251.0
PAR-009608,PS_EQ_07,2027-12-22,09:00,0.9,Operativa,Falta de mineral en cancha,234.0
PAR-010461,PS-EQ-10 ,11/04/2027,00:00,4.5,Preventiva ,Mantenimiento programado (plan anual),9224.0
PAR-009906,PSEQ08,25/03/2027,09:00,11.4,Correctiva,Falla eléctrica - motor/tablero,18173.0
PAR-008532,PS_EQ_04,09/04/2027,01:00,8.5,PREVENTIVA,Mantenimiento programado (plan anual),15989.0
PAR-007668,PSEQ02,2024-10-05,17:00,4.2,Preventiva,Mantenimiento programado (plan anual),7593.0
PAR-009528, PS-EQ-07,27/09/2026,11:00,1.5,Correctiva,Rotura de faja/correa,2934.0
PAR-010046,PS-EQ-09 ,2025-02-13,09:00,7.3,PREVENTIVA,Mantenimiento programado (plan anual),11076.0
PAR-007929,ps-eq-02,08/06/2027,08:00,6.9,Preventiva,Mantenimiento programado (plan anual),9996.0
PAR-008216,PS_EQ_03,2027-09-02,03:00,6.0,Correctiva ,Atoro de mineral / obstrucción,7101.0
PAR-007695,PS-EQ-02,21/01/2025,19:00,3.2,Correctiva,Falla mecánica - desgaste de componente,6273.0
PAR-009241,PS-EQ-06 ,01/12/2026,11:00,5.3, correctiva,Rotura de faja/correa,5486.0
PAR-007295,PS-EQ-01	,05/05/2024,07:00,2.2,Operativa,Falta de mineral en cancha,526.0
PAR-010456,PS-EQ-10	,02/03/2027,13:00,3.7,Correctiva ,Rotura de faja/correa,6407.0
PAR-010209,ps-eq-09,2027-06-29,09:00,2.0,Operativa ,Espera de insumos (reactivos/bolas de molienda),750.0
PAR-007828,PSEQ02,2026-06-16,08:00,11.6,Correctiva,Falla de lubricación,21814.0
PAR-008193,ps-eq-03,27/04/2027,05:00,7.4,Preventiva ,Mantenimiento programado (plan anual),7821.0
PAR-009082,PS-EQ-06 ,2025-02-23,11:00,7.6,Preventiva,Mantenimiento programado (plan anual),13122.0
PAR-007819,PS-EQ-02 ,2026-05-22,21:00,0.6,Operativa,Condiciones climáticas adversas,338.0
PAR-009381, PS-EQ-07,2024-07-26,04:00,5.7,Preventiva,Mantenimiento programado (plan anual),10919.0
PAR-009638,PSEQ08,25/03/2024,02:00,1.5,Correctiva,,3139.0
PAR-009844,PS-EQ-08	,2026-07-03,10:00,6.7,Correctiva ,Falla de lubricación,7608.0
PAR-008660,PS-EQ-05	,23/08/2024,02:00,2.8, operativa,,603.0
PAR-009293,PS_EQ_06,2027-07-22,04:00,17.0,Correctiva,Falla eléctrica - motor/tablero,25404.0
PAR-008108,PSEQ03,2025-12-02,00:00,7.9, preventiva,Mantenimiento programado (plan anual),11104.0
PAR-010084,PS-EQ-09,10/08/2025,04:00,7.2,CORRECTIVA,Rotura de faja/correa,8517.0
PAR-009707, PS-EQ-08,31/01/2025,15:00,0.8,CORRECTIVA,Falla mecánica - desgaste de componente,1466.0
PAR-009012, PS-EQ-06,2024-06-13,02:00,3.3,Correctiva,Falla mecánica - desgaste de componente,6724.0
PAR-009786,PS-EQ-08 ,2025-12-11,05:00,9.3,Correctiva,Falla eléctrica - motor/tablero,14986.0
PAR-008336,PS-EQ-04,2025-02-25,10:00,6.6,Correctiva,Rotura de faja/correa,7757.0
PAR-009188,PSEQ06,20/04/2026,03:00,20.0,Correctiva ,Atoro de mineral / obstrucción,21310.0
PAR-007447,ps-eq-01,2026-03-20,12:00,1.7,Operativa,Corte de energía externo,880.0
PAR-009463,PS-EQ-07,2025-11-16,07:00,0.8,Operativa,Espera de insumos (reactivos/bolas de molienda),439.0
PAR-008559,PS-EQ-04,2027-08-15,02:00,6.1,PREVENTIVA,,13345.0
PAR-009050, PS-EQ-06,2024-10-24,05:00,16.4,Correctiva,Rotura de faja/correa,15380.0
PAR-008024,PS-EQ-03 ,04/08/2024,17:00,5.2,Correctiva,Atoro de mineral / obstrucción,6543.0
PAR-009245,PS-EQ-06	,2026-12-11,14:00,7.3,Preventiva,Mantenimiento programado (plan anual),15357.0
PAR-009609,PSEQ07,2027-12-23,01:00,8.3,Preventiva,Mantenimiento programado (plan anual),10258.0
PAR-008904,ps-eq-05,31/03/2027,18:00,2.1,Correctiva,Falla de lubricación,4133.0
PAR-009825,PSEQ08,2026-04-15,03:00,11.0,Correctiva ,Falla eléctrica - motor/tablero,23556.0
PAR-007766, PS-EQ-02,2025-10-31,09:00,1.8,Correctiva,Falla de lubricación,3468.0
PAR-009840,PS-EQ-08 ,2026-06-26,15:00,3.9,Correctiva ,Falla eléctrica - motor/tablero,4643.0
PAR-008991,PS-EQ-06	,2024-03-30,06:00,2.5,Operativa,Corte de energía externo,1321.0
PAR-009228,PS-EQ-06 ,2026-10-21,08:00,12.0,Correctiva,,23602.0
PAR-008367,ps-eq-04,2025-07-28,01:00,9.8,Correctiva,Falla de lubricación,12369.0
PAR-009837, PS-EQ-08,2026-06-09,18:00,4.1, correctiva,Falla mecánica - desgaste de componente,4515.0
PAR-008393,PS-EQ-04	,04/11/2025,02:00,2.0,Operativa,Falta de mineral en cancha,760.0
PAR-010240,PS-EQ-10,16/01/2024,10:00,8.0,Preventiva,Mantenimiento programado (plan anual),11551.0
PAR-009822,PS-EQ-08,2026-04-08,12:00,4.1,Preventiva,Mantenimiento programado (plan anual),6464.0
PAR-007714,PS_EQ_02,2025-04-06,09:00,4.5,Preventiva ,Mantenimiento programado (plan anual),6861.0
PAR-007919, PS-EQ-02,2027-05-05,07:00,5.7,Preventiva,Mantenimiento programado (plan anual),9600.0
PAR-009002,PS-EQ-06 ,2024-05-12,00:00,19.3,CORRECTIVA,Rotura de faja/correa,39089.0
PAR-010390,PS-EQ-10	,21/02/2026,02:00,0.5,Correctiva,Rotura de faja/correa,1044.0
PAR-010266,ps-eq-10,2024-05-11,04:00,2.3,Operativa ,Falta de mineral en cancha,608.0
PAR-007991,ps-eq-03,2024-02-21,02:00,8.6,Preventiva ,Mantenimiento programado (plan anual),7628.0
PAR-007629,PS_EQ_02,2024-04-23,17:00,5.5, correctiva,Falla mecánica - desgaste de componente,6313.0
PAR-010014,PS_EQ_09,30/09/2024,14:00,0.6,Operativa ,Falta de mineral en cancha,189.0
PAR-008242,PS-EQ-04	,2024-01-18,00:00,14.2,Correctiva,Falla de lubricación,15335.0
PAR-009159,PS-EQ-06 ,12/01/2026,03:00,20.0, correctiva,Falla de lubricación,43802.0
PAR-008926,ps-eq-05,2027-06-11,19:00,1.3,OPERATIVA,Condiciones climáticas adversas,495.0
PAR-008725,ps-eq-05,2025-05-02,08:00,1.9, operativa,Espera de insumos (reactivos/bolas de molienda),468.0
PAR-009267,PS-EQ-06	,2027-03-30,03:00,0.5,Correctiva ,Falla eléctrica - motor/tablero,
PAR-009622,PSEQ08,28/01/2024,06:00,15.8,Correctiva ,Falla mecánica - desgaste de componente,32983.0
PAR-008076,PSEQ03,25/05/2025,05:00,1.9, operativa,Corte de energía externo,848.0
PAR-008208,ps-eq-03,2027-07-08,00:00,5.7, preventiva,Mantenimiento programado (plan anual),8636.0
PAR-008819,PSEQ05,17/05/2026,15:00,2.1,Operativa,Condiciones climáticas adversas,1129.0
PAR-008760,PS_EQ_05,06/10/2025,07:00,1.1, correctiva,Rotura de faja/correa,
PAR-008574,PS-EQ-04,2027-10-08,13:00,1.9,Operativa,Falta de mineral en cancha,416.0
PAR-008030,PSEQ03,28/09/2024,21:00,1.6, operativa,Condiciones climáticas adversas,349.0
PAR-008569,PS_EQ_04,11/09/2027,20:00,1.6,Correctiva,Atoro de mineral / obstrucción,2879.0
PAR-009216,PS-EQ-06,2026-08-24,06:00,4.1, correctiva,Falla de lubricación,7718.0
PAR-009285,PS-EQ-06	,2027-06-16,04:00,4.5,Preventiva,Mantenimiento programado (plan anual),8904.0
PAR-007516,ps-eq-01,2026-12-04,16:00,6.2,Correctiva,Rotura de faja/correa,13351.0
PAR-010027,ps-eq-09,27/11/2024,11:00,2.0,Operativa,Falta de mineral en cancha,547.0
PAR-007622, PS-EQ-02,2024-03-28,01:00,0.5,Correctiva,Atoro de mineral / obstrucción,968.0
PAR-008953,PS_EQ_05,2027-09-06,04:00,5.3, correctiva,Rotura de faja/correa,8038.0
PAR-008793,PS-EQ-05	,2026-02-14,18:00,0.9,Correctiva,Falla eléctrica - motor/tablero,1611.0
PAR-008195,PSEQ03,2027-05-16,05:00,6.2,Preventiva ,Mantenimiento programado (plan anual),
PAR-009491,PS-EQ-07 ,2026-03-11,18:00,0.7,Operativa ,Condiciones climáticas adversas,197.0
PAR-007924,PS-EQ-02 ,2027-05-19,11:00,7.4,Preventiva,Mantenimiento programado (plan anual),9686.0
PAR-007304, PS-EQ-01,2024-07-04,04:00,9.8,Correctiva,Rotura de faja/correa,18386.0
PAR-010187,PS-EQ-09 ,25/02/2027,19:00,2.9,Operativa,Espera de insumos (reactivos/bolas de molienda),1704.0
PAR-009171, PS-EQ-06,22/02/2026,01:00,2.8,Operativa,Falta de mineral en cancha,1230.0
PAR-008715, PS-EQ-05,16/03/2025,06:00,2.0,CORRECTIVA,Atoro de mineral / obstrucción,1901.0
PAR-008534,PS-EQ-04 ,12/04/2027,01:00,20.0, correctiva,Falla de lubricación,40750.0
PAR-009147,PS-EQ-06,09/12/2025,05:00,8.2,Preventiva,Mantenimiento programado (plan anual),
PAR-010126,PS_EQ_09,28/03/2026,04:00,7.5,Preventiva ,Mantenimiento programado (plan anual),16154.0
PAR-010338,PS-EQ-10 ,14/06/2025,10:00,2.8,Operativa,Condiciones climáticas adversas,1458.0
PAR-008982, PS-EQ-06,2024-02-10,03:00,5.6,PREVENTIVA,Mantenimiento programado (plan anual),6095.0
PAR-007468,PS-EQ-01	,2026-05-29,00:00,20.0,CORRECTIVA,Atoro de mineral / obstrucción,41094.0
PAR-007619,PS-EQ-02,29/02/2024,17:00,2.0,Correctiva ,Atoro de mineral / obstrucción,2398.0
PAR-008224,PS-EQ-03	,2027-10-20,19:00,2.7,OPERATIVA,Condiciones climáticas adversas,895.0
PAR-010256,PS_EQ_10,21/03/2024,02:00,20.0,CORRECTIVA,Rotura de faja/correa,19626.0
PAR-010115,PS-EQ-09	,2026-01-17,09:00,5.3,Preventiva ,Mantenimiento programado (plan anual),4289.0
PAR-009758,PS-EQ-08,2025-08-14,06:00,7.2,CORRECTIVA,Falla de lubricación,6464.0
PAR-010039,PS-EQ-09	,11/01/2025,02:00,9.2,Correctiva,Falla de lubricación,
PAR-008703,PS-EQ-05	,2025-01-16,13:00,6.6, preventiva,Mantenimiento programado (plan anual),
PAR-008527,PS_EQ_04,2027-03-31,09:00,5.6,Correctiva ,Falla de lubricación,6063.0
PAR-008714,PS-EQ-05,2025-03-16,09:00,4.6,Preventiva ,Mantenimiento programado (plan anual),5175.0
PAR-007745,PS_EQ_02,22/07/2025,15:00,4.9,Correctiva ,Falla eléctrica - motor/tablero,10406.0
PAR-007717,PS-EQ-02	,2025-04-10,07:00,2.1,OPERATIVA,Condiciones climáticas adversas,
PAR-009342,PS-EQ-07,20/01/2024,09:00,6.4,Correctiva,Falla eléctrica - motor/tablero,9367.0
PAR-007962,PS-EQ-02 ,12/09/2027,14:00,6.7,Correctiva ,Falla mecánica - desgaste de componente,6172.0
PAR-009529,PS-EQ-07	,2026-10-03,00:00,4.3,CORRECTIVA,Rotura de faja/correa,4196.0
PAR-009240,PS-EQ-06	,25/11/2026,05:00,5.1,CORRECTIVA,Falla mecánica - desgaste de componente,8573.0
PAR-008043, PS-EQ-03,2024-12-13,09:00,5.3,PREVENTIVA,Mantenimiento programado (plan anual),8892.0
PAR-008200,PS-EQ-03,2027-06-04,01:00,1.9,Operativa,Corte de energía externo,864.0
PAR-008250,PS-EQ-04,05/03/2024,10:00,10.5,CORRECTIVA,Rotura de faja/correa,18336.0
PAR-007781,PSEQ02,16/01/2026,05:00,3.4,Correctiva,Atoro de mineral / obstrucción,4372.0
PAR-010072,PS-EQ-09,2025-06-13,05:00,11.5,Correctiva,Falla de lubricación,19902.0
PAR-007996,PS-EQ-03 ,2024-03-11,10:00,5.1, preventiva,Mantenimiento programado (plan anual),9356.0
PAR-008685,PS-EQ-05	,20/11/2024,02:00,6.7,Correctiva,Falla eléctrica - motor/tablero,13362.0
PAR-008845,PS-EQ-05 ,20/08/2026,17:00,0.7,Operativa,Condiciones climáticas adversas,211.0
PAR-007777,PS_EQ_02,2025-12-23,08:00,8.3,Preventiva ,Mantenimiento programado (plan anual),13448.0
PAR-009114,PSEQ06,2025-07-24,09:00,2.2,OPERATIVA,Falta de mineral en cancha,960.0
PAR-009105,ps-eq-06,2025-06-14,04:00,4.9,Correctiva,Rotura de faja/correa,6432.0
PAR-008906,PS-EQ-05 ,06/04/2027,11:00,5.8,Correctiva ,Atoro de mineral / obstrucción,10000.0
PAR-008523, PS-EQ-04,2027-03-18,00:00,4.8,Preventiva,Mantenimiento programado (plan anual),7859.0
PAR-007520,ps-eq-01,16/12/2026,18:00,3.4,Correctiva,Atoro de mineral / obstrucción,5850.0
PAR-007515, PS-EQ-01,2026-12-03,03:00,4.4,PREVENTIVA,Mantenimiento programado (plan anual),4076.0
PAR-008169,PSEQ03,17/12/2026,15:00,-7.7,Correctiva,Atoro de mineral / obstrucción,9177.0
PAR-007765,ps-eq-02,18/10/2025,06:00,3.2, correctiva,Falla mecánica - desgaste de componente,3114.0
PAR-008752,PS-EQ-05,2025-09-07,01:00,20.0,Correctiva ,,28904.0
PAR-010308,ps-eq-10,2024-12-18,08:00,7.6,Preventiva ,Mantenimiento programado (plan anual),8730.0
PAR-009947,PSEQ08,19/10/2027,07:00,1.0, operativa,Condiciones climáticas adversas,435.0
PAR-010055, PS-EQ-09,2025-03-29,17:00,0.6,Operativa ,Corte de energía externo,290.0
PAR-007574,ps-eq-01,2027-08-04,00:00,20.0, correctiva,Rotura de faja/correa,32212.0
PAR-009606,ps-eq-07,2027-12-12,01:00,4.2,Correctiva,Falla de lubricación,5559.0
PAR-009492,PS_EQ_07,12/03/2026,02:00,20.0,Correctiva,Rotura de faja/correa,24683.0
PAR-008192,PS-EQ-03 ,2027-04-26,19:00,2.6,Operativa,Condiciones climáticas adversas,1539.0
PAR-008531,PS-EQ-04,08/04/2027,10:00,1.0,Operativa,Espera de insumos (reactivos/bolas de molienda),296.0
PAR-009424,PS-EQ-07	,2025-05-13,20:00,2.6, operativa,Falta de mineral en cancha,953.0
PAR-009368,PS-EQ-07	,18/05/2024,14:00,4.4, correctiva,Falla de lubricación,6693.0
PAR-008947,PS-EQ-05	,2027-08-25,14:00,2.1,Operativa,Falta de mineral en cancha,
PAR-007416,PS-EQ-01,2025-11-11,18:00,4.8,CORRECTIVA,Rotura de faja/correa,7289.0
PAR-009675, PS-EQ-08,2024-09-08,11:00,6.0,CORRECTIVA,Falla eléctrica - motor/tablero,7533.0
PAR-007669,PS-EQ-02,2024-10-11,10:00,1.8, operativa,Corte de energía externo,536.0
PAR-007870,PS-EQ-02,09/11/2026,20:00,1.2,Correctiva,Falla de lubricación,1390.0
PAR-010439,PS_EQ_10,2026-12-18,03:00,6.6,Preventiva,Mantenimiento programado (plan anual),12073.0
PAR-010028,PS-EQ-09 ,30/11/2024,17:00,1.1,Correctiva ,,2338.0
PAR-007593,PS_EQ_01,10/11/2027,17:00,4.8,Preventiva,Mantenimiento programado (plan anual),6894.0
PAR-008113,ps-eq-03,16/12/2025,20:00,2.5,Operativa,Corte de energía externo,537.0
PAR-008818,PS-EQ-05 ,2026-05-13,12:00,6.4,Preventiva,Mantenimiento programado (plan anual),10876.0
PAR-008545,PSEQ04,29/05/2027,09:00,4.9,Preventiva ,Mantenimiento programado (plan anual),4902.0
PAR-007454, PS-EQ-01,2026-04-12,07:00,5.5,Preventiva,Mantenimiento programado (plan anual),6193.0
PAR-008143,PSEQ03,02/07/2026,18:00,2.5,Operativa ,Condiciones climáticas adversas,563.0
PAR-008727,PS-EQ-05,2025-05-13,20:00,2.6, operativa,Corte de energÃ­a externo,787.0
PAR-008138,PS-EQ-03 ,05/06/2026,09:00,3.2,Correctiva,Falla de lubricación,3193.0
PAR-008083,PS-EQ-03 ,2025-07-04,07:00,7.7,Preventiva,Mantenimiento programado (plan anual),15073.0
PAR-007526, PS-EQ-01,2027-01-13,06:00,7.9, preventiva,Mantenimiento programado (plan anual),13345.0
PAR-009659,PS_EQ_08,02/07/2024,00:00,19.6,Correctiva,Rotura de faja/correa,32365.0
PAR-010361,PS_EQ_10,20/09/2025,22:00,0.5,CORRECTIVA,Falla mecánica - desgaste de componente,423.0
PAR-010347,PS-EQ-10 ,2025-07-29,16:00,0.5,Correctiva,Atoro de mineral / obstrucción,742.0
PAR-007280,ps-eq-01,2024-03-11,04:00,12.5, correctiva,Atoro de mineral / obstrucción,19096.0
PAR-008899,PS-EQ-05 ,01/03/2027,05:00,2.6,Operativa,Condiciones climáticas adversas,1224.0
PAR-007794,PS_EQ_02,2026-02-22,05:00,2.1,Operativa ,Espera de insumos (reactivos/bolas de molienda),1000.0
PAR-009343,PS-EQ-07 ,23/01/2024,18:00,2.5,Correctiva,Falla eléctrica - motor/tablero,4102.0
PAR-008405,PS-EQ-04	,2025-12-26,03:00,20.0,CORRECTIVA,Rotura de faja/correa,42208.0
PAR-010036, PS-EQ-09,2025-01-07,16:00,5.2,PREVENTIVA,Mantenimiento programado (plan anual),8164.0
PAR-008484,PS-EQ-04,2026-10-30,18:00,4.6,PREVENTIVA,Mantenimiento programado (plan anual),9541.0
PAR-007983,PS-EQ-02 ,2027-12-28,14:00,3.8, correctiva,Rotura de faja/correa,6232.0
PAR-010348,PS-EQ-10	,30/07/2025,09:00,2.5,Operativa,Corte de energía externo,528.0
PAR-008199,PS-EQ-03 ,2027-06-02,08:00,0.6,Correctiva,Falla eléctrica - motor/tablero,497.0
PAR-010078, PS-EQ-09,2025-07-13,15:00,4.2,Preventiva,,7068.0
PAR-007624, PS-EQ-02,2024-03-30,21:00,1.9,OPERATIVA,Falta de mineral en cancha,636.0
PAR-009019,ps-eq-06,2024-07-04,01:00,2.2,CORRECTIVA,Falla mecánica - desgaste de componente,3279.0
PAR-007775,PSEQ02,15/12/2025,02:00,2.1,Operativa ,Condiciones climáticas adversas,941.0
PAR-009526, PS-EQ-07,21/09/2026,15:00,0.5,Correctiva,Falla de lubricación,616.0
PAR-009816, PS-EQ-08,16/03/2026,13:00,7.9,Correctiva,Atoro de mineral / obstrucción,7949.0
PAR-008060,PS-EQ-03	,2025-02-19,13:00,2.0, operativa,Falta de mineral en cancha,947.0
PAR-007818,PSEQ02,20/05/2026,09:00,8.2,Correctiva,Rotura de faja/correa,8063.0
PAR-008748, PS-EQ-05,16/08/2025,06:00,6.0, correctiva,Falla de lubricación,12491.0
PAR-009488,PSEQ07,2026-03-01,00:00,2.7,Operativa,Corte de energía externo,1215.0
PAR-008259,PSEQ04,2024-04-04,17:00,1.1,Correctiva,Atoro de mineral / obstrucción,1955.0
PAR-010077,PS_EQ_09,04/07/2025,16:00,2.6,OPERATIVA,Corte de energía externo,793.0
PAR-008572,PS-EQ-04 ,2027-09-24,16:00,6.6,Preventiva,Mantenimiento programado (plan anual),12427.0
PAR-008470,PS_EQ_04,2026-08-29,15:00,3.2,Correctiva ,Rotura de faja/correa,6762.0
PAR-008881, PS-EQ-05,2027-01-08,16:00,4.2,CORRECTIVA,Falla mecánica - desgaste de componente,5848.0
PAR-008533,PS-EQ-04	,2027-04-11,20:00,2.6,Operativa,Espera de insumos (reactivos/bolas de molienda),759.0
PAR-007774, PS-EQ-02,07/12/2025,03:00,5.8,PREVENTIVA,Mantenimiento programado (plan anual),6349.0
PAR-010381,PS-EQ-10,21/01/2026,12:00,2.9,OPERATIVA,Corte de energía externo,1214.0
PAR-008257,PS-EQ-04 ,24/03/2024,09:00,2.5,Operativa,Falta de mineral en cancha,
PAR-008740, PS-EQ-05,2025-07-12,00:00,1.5, operativa,Falta de mineral en cancha,863.0
PAR-009507,ps-eq-07,2026-05-23,06:00,0.5,Correctiva ,Atoro de mineral / obstrucción,959.0
PAR-007898,PS-EQ-02,2027-02-23,19:00,2.4,Operativa,Espera de insumos (reactivos/bolas de molienda),1036.0
PAR-009633,ps-eq-08,2024-03-16,11:00,5.6,Correctiva,Falla de lubricación,11133.0
PAR-008103,PSEQ03,25/10/2025,04:00,7.5,Preventiva ,Mantenimiento programado (plan anual),9802.0
PAR-008608,PS-EQ-05 ,10/02/2024,01:00,20.0,Correctiva,Falla de lubricación,23830.0
PAR-009010,PS-EQ-06 ,01/06/2024,08:00,0.5,Correctiva,Falla eléctrica - motor/tablero,407.0
PAR-007754,PS-EQ-02 ,07/09/2025,03:00,5.6,Preventiva,Mantenimiento programado (plan anual),10824.0
PAR-008862,PS_EQ_05,2026-10-21,10:00,4.3, preventiva,Mantenimiento programado (plan anual),6331.0
PAR-007522,PS_EQ_01,26/12/2026,00:00,6.9,Preventiva,Mantenimiento programado (plan anual),15092.0
PAR-010251, PS-EQ-10,2024-03-09,12:00,2.4,Operativa ,Espera de insumos (reactivos/bolas de molienda),970.0
PAR-009914,PSEQ08,2027-05-09,10:00,6.1,Preventiva,Mantenimiento programado (plan anual),12151.0
PAR-010232,PS_EQ_09,15/12/2027,00:00,2.8,Correctiva,Falla de lubricación,2788.0
PAR-009281, PS-EQ-06,26/05/2027,14:00,2.0,Operativa ,Falta de mineral en cancha,1056.0
PAR-007809,PS-EQ-02,26/04/2026,08:00,7.2,Correctiva,Falla de lubricación,13211.0
PAR-009933,PS-EQ-08,03/08/2027,07:00,0.5,Operativa,Corte de energía externo,216.0
PAR-010063,PSEQ09,2025-05-06,05:00,1.5,Operativa ,Corte de energía externo,669.0
PAR-009328,PS_EQ_06,22/11/2027,20:00,1.0,Correctiva,Rotura de faja/correa,1777.0
PAR-008334,PS-EQ-04 ,2025-02-10,06:00,6.7,Preventiva ,Mantenimiento programado (plan anual),14692.0
PAR-008029,ps-eq-03,19/09/2024,11:00,5.8,PREVENTIVA,Mantenimiento programado (plan anual),6195.0
PAR-009238, PS-EQ-06,2026-11-19,16:00,6.7,Preventiva,Mantenimiento programado (plan anual),6727.0
PAR-008293,PS-EQ-04 ,10/09/2024,04:00,3.6, correctiva,Atoro de mineral / obstrucción,2940.0
PAR-008394,PS-EQ-04,2025-11-04,11:00,7.5, correctiva,Atoro de mineral / obstrucciÃ³n,11404.0
PAR-008512,PSEQ04,2027-02-01,07:00,14.1, correctiva,Falla eléctrica - motor/tablero,18164.0
PAR-009714,PS-EQ-08 ,2025-02-17,11:00,8.0, correctiva,Falla mecánica - desgaste de componente,13079.0
PAR-009624,PS-EQ-08	,2024-02-02,01:00,14.3,Correctiva ,Rotura de faja/correa,16830.0
PAR-007586,PS-EQ-01	,2027-09-22,14:00,0.5,Correctiva,Rotura de faja/correa,660.0
PAR-007999, PS-EQ-03,2024-03-19,06:00,2.6,Correctiva ,Falla de lubricación,4489.0
PAR-007630,PS-EQ-02	,26/04/2024,08:00,8.0,Correctiva ,Falla mecánica - desgaste de componente,11912.0
PAR-007266,PS-EQ-01,2024-01-18,01:00,1.4,Operativa ,Falta de mineral en cancha,451.0
PAR-008632, PS-EQ-05,2024-05-03,12:00,4.6,Correctiva,Falla mecánica - desgaste de componente,5286.0
PAR-010201,ps-eq-09,2027-05-04,01:00,8.2,Preventiva,Mantenimiento programado (plan anual),13282.0
PAR-008551,PS-EQ-04 ,25/06/2027,21:00,1.6,Operativa,,467.0
PAR-010029,PS-EQ-09 ,2024-12-01,13:00,5.6, preventiva,Mantenimiento programado (plan anual),10879.0
PAR-008699,ps-eq-05,02/01/2025,00:00,8.1,Correctiva,Rotura de faja/correa,17071.0
PAR-007547,PS-EQ-01,2027-03-29,01:00,2.4, operativa,Falta de mineral en cancha,
PAR-007938,PS-EQ-02,2027-06-30,11:00,1.9,Operativa ,Corte de energía externo,383.0
PAR-009312,PS-EQ-06,2027-09-14,12:00,10.7,Correctiva,Falla de lubricación,21199.0
PAR-010283,PS-EQ-10	,2024-08-13,05:00,0.5,Correctiva ,Atoro de mineral / obstrucción,526.0
PAR-007926, PS-EQ-02,2027-05-20,21:00,1.4,Operativa,Corte de energía externo,292.0
PAR-007329,PSEQ01,2024-10-14,03:00,4.7,Preventiva,Mantenimiento programado (plan anual),4442.0
PAR-007782, PS-EQ-02,17/01/2026,04:00,6.0,Correctiva,Falla de lubricación,6468.0
PAR-008491,PS-EQ-04,2026-11-15,16:00,5.7,Preventiva,Mantenimiento programado (plan anual),10211.0
PAR-009417, PS-EQ-07,18/03/2025,09:00,2.5,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),1390.0
PAR-007435,ps-eq-01,22/01/2026,06:00,11.9,Correctiva,Falla eléctrica - motor/tablero,22192.0
PAR-008511,PS-EQ-04 ,26/01/2027,01:00,0.8,Correctiva,Falla de lubricación,1738.0
PAR-009835,PSEQ08,2026-05-31,05:00,2.2, operativa,Falta de mineral en cancha,547.0
PAR-010400,PS-EQ-10	,2026-05-02,05:00,13.0,Correctiva ,Falla de lubricación,16864.0
PAR-007509,PS-EQ-01	,2026-11-13,08:00,10.9,Correctiva ,Atoro de mineral / obstrucción,10945.0
